source_family,source_path,source_table,native_geography,status,rows,columns,key_columns_detected,output_csv,output_parquet,parquet_status,reason,caveat
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Homelessness,sa3,processed_native_table,661,10,code_phn_lga,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__homelessness__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__homelessness__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Income_support,sa3,processed_native_table,663,45,children_in_low_income_welfare_dependent_families;code_phn_lga;females_aged_15_to_54_years_erp_2024;females_receiving_a_parenting_payment_single;health_care_card_holders;low_income_welfare_dependent_families_with_children;pensioner_concession_card_holders;people_aged_15_years_and_over_erp_2024;people_aged_22_to_66_receiving_a_jobseeker_payment;people_receiving_a_disability_support_pension;people_receiving_a_jobseeker_payment_or_youth_allowance_other_for_6_months_or_more;people_receiving_a_jobseeker_payment_or_youth_allowance_other_for_less_than_6_months;people_receiving_an_age_pension;people_receiving_an_unemployment_benefit;seniors_health_card_holders;total_families;young_people_16_to_21_years_receiving_youth_allowance_other,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__income_support__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__income_support__v20.parquet,written,"value_match:{'sa3': 704, 'lga': 704, 'sa4': 1057}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Labour_force,sa3,processed_native_table,661,18,code_phn_lga;labour_force;labour_force_1;population_aged_15_years_and_over;unemployed,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__labour_force__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__labour_force__v20.parquet,written,"value_match:{'sa3': 407, 'lga': 407, 'sa4': 69}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Private_health_insurance,sa3,processed_native_table,661,10,code_phn_lga,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__private_health_insurance__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__private_health_insurance__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,IRSD,state,processed_native_table,661,8,index_score_based_on_australian_score_of_1_000,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_lgas__irsd__v20.csv,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_lgas__irsd__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 0, 'lga': 0, 'phn': 0, 'state': 1, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Mothers_babies,sa3,processed_native_table,664,16,code_phn_lga;low_birthweight_babies_a;smoking_during_pregnancy_b,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__mothers_babies__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__mothers_babies__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 31}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Child_youth_health,sa3,processed_native_table,661,32,births;children_fully_immunised_at_1_year_of_age;children_fully_immunised_at_2_years_of_age;children_fully_immunised_at_5_years_of_age;children_registered_at_1_year_of_age;children_registered_at_2_years_of_age;children_registered_at_5_years_of_age;code_phn_lga;females_aged_15_years;infant_mortality;males_aged_15_years;number;number_of_females_aged_15_years_at_30_june_2023_who_had_received_dose_one_or_more_of_the_hpv_vaccine;number_of_males_aged_15_years_at_30_june_2023_who_had_received_dose_one_or_more_of_the_hpv_vaccine,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__child_youth_health__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__child_youth_health__v20.parquet,written,"value_match:{'sa3': 196, 'lga': 196, 'sa4': 866, 'state': 50}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Screening,sa3,processed_native_table,663,39,code_phn_lga;number_women_attending_over_a_5_year_period;number_women_with_an_abnormality_over_a_5_year_period;women_aged_25_to_74_years_based_on_average_of_five_years_populations;women_aged_50_to_74_years_based_on_average_of_two_years_populations,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__screening__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__screening__v20.parquet,written,"value_match:{'sa3': 230, 'lga': 230, 'sa4': 29}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Screening_age,state,processed_native_table,661,54,females_aged_25_to_74_years_born_in_a_nes_country_resident_in_australia_for_five_years_or_more;females_aged_25_to_74_years_born_in_a_nes_country_resident_in_australia_for_five_years_or_more_2;females_aged_25_to_74_years_born_in_a_nes_country_resident_in_australia_for_less_than_five_years;females_aged_25_to_74_years_born_in_a_nes_country_resident_in_australia_for_less_than_five_years_2;females_aged_25_to_74_years_born_in_australia;females_aged_25_to_74_years_born_in_australia_2;females_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_five_years_or_more;females_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_five_years_or_more_2;females_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_less_than_five_years;females_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_less_than_five_years_2;females_aged_50_to_74_years_born_in_australia;females_aged_50_to_74_years_born_in_australia_2;males_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_five_years_or_more;males_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_five_years_or_more_2;males_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_less_than_five_years;males_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_less_than_five_years_2;males_aged_50_to_74_years_born_in_australia;males_aged_50_to_74_years_born_in_australia_2;persons_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_five_years_or_more;persons_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_five_years_or_more_2;persons_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_less_than_five_years;persons_aged_50_to_74_years_born_in_a_nes_country_resident_in_australia_for_less_than_five_years_2;persons_aged_50_to_74_years_born_in_australia;persons_aged_50_to_74_years_born_in_australia_2,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_lgas__screening_age__v20.csv,data\processed\native\state\phidu_raw__phidu_official_phn_with_component_lgas__screening_age__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 0, 'lga': 0, 'phn': 0, 'state': 1, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Cancer_incidence_males,sa3,processed_native_table,663,111,code_phn_lga;number;number_1;number_10;number_11;number_12;number_2;number_3;number_4;number_5;number_6;number_7;number_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__cancer_incidence_males__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__cancer_incidence_males__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'state': 85, 'sa4': 268}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Cancer_incidence_females,sa3,processed_native_table,663,103,code_phn_lga;number;number_1;number_10;number_11;number_2;number_3;number_4;number_5;number_6;number_7;number_8;number_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__cancer_incidence_females__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__cancer_incidence_females__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 251, 'state': 112}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Cancer_incidence_persons,sa3,processed_native_table,663,71,code_phn_lga;number;number_1;number_2;number_3;number_4;number_5;number_6;number_7,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__cancer_incidence_persons__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__cancer_incidence_persons__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 236, 'state': 25}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Census_health_condition_total,sa3,processed_native_table,661,26,code_phn_lga,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_health_condition_total__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_health_condition_total__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Census_health_condition_adults,sa3,processed_native_table,661,26,code_phn_lga,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_health_condition_adults__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_health_condition_adults__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Census_health_condition_child,sa3,processed_native_table,661,22,code_phn_lga,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_health_condition_child__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_health_condition_child__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Census_condition_type_total,sa3,processed_native_table,661,50,code_phn_lga,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_condition_type_total__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_condition_type_total__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Census_condition_type_adults,sa3,processed_native_table,661,50,code_phn_lga,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_condition_type_adults__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_condition_type_adults__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Census_condition_type_children,sa3,processed_native_table,661,18,code_phn_lga,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_condition_type_children__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_condition_type_children__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Estimates_self_assessed_health,sa3,processed_native_table,663,15,code_phn_lga;number,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__estimates_self_assessed_health__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__estimates_self_assessed_health__v20.parquet,written,"value_match:{'sa3': 190, 'lga': 190}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Estimates_risk_factors_adults,sa3,processed_native_table,663,199,code_phn_lga;number_1;number_10;number_11;number_12;number_13;number_17;number_19;number_2;number_20;number_21;number_22;number_23;number_3;number_4;number_5;number_6;number_7;number_8;number_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__estimates_risk_factors_adults__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__estimates_risk_factors_adults__v20.parquet,written,"value_match:{'sa3': 576, 'lga': 576}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Estimates_risk_factors_children,sa3,processed_native_table,663,55,code_phn_lga;number_1;number_3;number_5,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__estimates_risk_factors_children__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__estimates_risk_factors_children__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 60}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Census_disability,sa3,processed_native_table,661,27,code_phn_lga,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_disability__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__census_disability__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Median_age_death,sa3,processed_native_table,661,12,code_phn_lga;number_of_deaths;number_of_deaths_1;number_of_deaths_2,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__median_age_death__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__median_age_death__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 208}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Premature_mortality_by_sex,sa3,processed_native_table,661,30,code_phn_lga;number;number_1;number_2,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__premature_mortality_by_sex__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__premature_mortality_by_sex__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 298}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Premature_mortality_by_cause,sa3,processed_native_table,661,158,code_phn_lga;number;number_1;number_10;number_11;number_12;number_13;number_14;number_15;number_16;number_17;number_18;number_2;number_3;number_4;number_5;number_6;number_7;number_8;number_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__premature_mortality_by_cause__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__premature_mortality_by_cause__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 364, 'state': 411}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Avoidable_mortality_by_sex,sa3,processed_native_table,661,30,code_phn_lga;number;number_1;number_2,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__avoidable_mortality_by_sex__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__avoidable_mortality_by_sex__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 280}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Avoidable_mortality_by_cause,sa3,processed_native_table,661,126,code_phn_lga;number;number_1;number_10;number_11;number_12;number_13;number_14;number_2;number_3;number_4;number_5;number_6;number_7;number_8;number_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__avoidable_mortality_by_cause__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__avoidable_mortality_by_cause__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 269, 'state': 353}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Years_life_lost,sa3,processed_native_table,661,30,code_phn_lga;number_of_years;number_of_years_1;number_of_years_2,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__years_life_lost__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__years_life_lost__v20.parquet,written,"value_match:{'sa3': 314, 'lga': 314, 'sa4': 76}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Years_life_lost_males_age,sa3,processed_native_table,661,46,code_phn_lga;number_of_years;number_of_years_1;number_of_years_2;number_of_years_3;number_of_years_4,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__years_life_lost_males_age__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__years_life_lost_males_age__v20.parquet,written,"value_match:{'sa3': 181, 'lga': 181, 'sa4': 217}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Years_life_lost_females_age,sa3,processed_native_table,661,46,code_phn_lga;number_of_years;number_of_years_1;number_of_years_2;number_of_years_3;number_of_years_4,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__years_life_lost_females_age__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__years_life_lost_females_age__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 305}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Years_life_lost_persons_age,sa3,processed_native_table,661,46,code_phn_lga;number_of_years;number_of_years_1;number_of_years_2;number_of_years_3;number_of_years_4,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__years_life_lost_persons_age__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__years_life_lost_persons_age__v20.parquet,written,"value_match:{'sa3': 200, 'lga': 200, 'sa4': 226}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Years_life_lost_by_cause,sa3,processed_native_table,661,110,code_phn_lga;number_of_years;number_of_years_1;number_of_years_10;number_of_years_11;number_of_years_12;number_of_years_2;number_of_years_3;number_of_years_4;number_of_years_5;number_of_years_6;number_of_years_7;number_of_years_8;number_of_years_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__years_life_lost_by_cause__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__years_life_lost_by_cause__v20.parquet,written,"value_match:{'sa3': 185, 'lga': 185, 'sa4': 1124}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Health_workforce,sa3,processed_native_table,661,51,code_phn_lga;number;number_1;number_10;number_11;number_12;number_13;number_14;number_2;number_3;number_4;number_5;number_6;number_7;number_8;number_9;population_erp;population_erp_1;population_erp_10;population_erp_11;population_erp_12;population_erp_13;population_erp_14;population_erp_2;population_erp_3;population_erp_4;population_erp_5;population_erp_6;population_erp_7;population_erp_8;population_erp_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__health_workforce__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__health_workforce__v20.parquet,written,"value_match:{'sa3': 1368, 'lga': 1368, 'sa4': 832, 'state': 384}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Aged_care_places,sa3,processed_native_table,662,9,code_phn_lga;population_aged_70_years_and_over_erp_2024;residential_aged_care_places,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__aged_care_places__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__aged_care_places__v20.parquet,written,"value_match:{'sa3': 229, 'lga': 229, 'sa4': 109}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,CMHCS_by_sex,sa3,processed_native_table,661,18,code_phn_lga;number;number_1,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__cmhcs_by_sex__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__cmhcs_by_sex__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 32}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,CMHCS_by_prinicipal_diag,sa3,processed_native_table,661,38,code_phn_lga;number;number_3;number_4;number_6;number_7,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__cmhcs_by_prinicipal_diag__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__cmhcs_by_prinicipal_diag__v20.parquet,written,"value_match:{'sa3': 233, 'lga': 233, 'sa4': 22}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,CHSP,sa3,processed_native_table,661,77,code_phn_lga;number_1;number_11;number_12;number_13;number_14;number_15;number_16;number_17;number_18;number_4;number_8;total_indigenous_population,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__chsp__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__chsp__v20.parquet,written,"value_match:{'sa3': 178, 'lga': 178, 'sa4': 212}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Hosp_type_sex,sa3,processed_native_table,664,35,code_phn_lga;number;number_1;number_2;number_3;number_4;number_5;number_6,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__hosp_type_sex__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__hosp_type_sex__v20.parquet,written,"value_match:{'sa3': 334, 'lga': 334}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Admiss_principal_diag_males,sa3,processed_native_table,663,99,code_phn_lga;number;number_1;number_10;number_11;number_12;number_13;number_15;number_16;number_17;number_18;number_19;number_2;number_20;number_21;number_22;number_4;number_5;number_6;number_7;number_8;number_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_diag_males__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_diag_males__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 387}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Admiss_principal_diag_females,sa3,processed_native_table,663,103,code_phn_lga;number;number_1;number_10;number_11;number_12;number_13;number_14;number_15;number_16;number_17;number_18;number_19;number_2;number_20;number_21;number_4;number_5;number_6;number_7;number_8;number_9,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_diag_females__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_diag_females__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 392}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Admiss_principal_diag_persons,sa3,processed_native_table,663,102,code_phn_lga;number;number_10;number_11;number_12;number_13;number_14;number_15;number_17;number_18;number_19;number_2;number_20;number_21;number_22;number_4;number_5;number_6;number_7;number_8;number_9;number_of_live_births,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_diag_persons__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_diag_persons__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 392}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Admiss_principal_ext_males,sa3,processed_native_table,663,35,code_phn_lga;number;number_1;number_2;number_3;number_5;number_6,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_ext_males__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_ext_males__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 104}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Admiss_principal_ext_females,sa3,processed_native_table,663,35,code_phn_lga;number;number_1;number_2;number_4;number_6,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_ext_females__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_ext_females__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 76}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Admiss_principal_ext_persons,sa3,processed_native_table,663,39,code_phn_lga;number;number_3;number_4;number_5;number_6,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_ext_persons__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admiss_principal_ext_persons__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 95}",Native geography staged; validate key uniqueness and definitions before scoped master build.
phidu_raw,data\raw\phidu\official_lga_phn_context\phidu_official_phn_with_component_lgas.xlsx,Admissions_procedures,sa3,processed_native_table,664,88,code_phn_lga;number;number_1;number_10;number_11;number_12;number_13;number_14;number_15;number_18;number_2;number_4;number_5;number_8;number_9;number_of_live_births;number_of_live_births_1;number_of_live_births_2,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admissions_procedures__v20.csv,data\processed\native\sa3\phidu_raw__phidu_official_phn_with_component_lgas__admissions_procedures__v20.parquet,written,"value_match:{'sa3': 168, 'lga': 168, 'sa4': 350}",Native geography staged; validate key uniqueness and definitions before scoped master build.
